"","peptide_id","TE.fixed","seTE.fixed","lower.fixed","upper.fixed","zval.fixed","pval.fixed","TE.random","seTE.random","lower.random","upper.random","zval.random","pval.random","Q","tau","H","I2","fdr.fixed","fdr.random","Rand_Sig","Direction"
"26","ABHD12|Q8N2K0",-0.325291439446414,0.0944630280071787,-0.510435572211082,-0.140147306681745,-3.44358471572279,0.000574056716973451,-0.325291439446414,0.0944630280071787,-0.510435572211082,-0.140147306681745,-3.44358471572279,0.000574056716973451,0.286254490330227,0,1,0,0.0030185815700854,0.00509385639951911,"YES","DOWN"
"27","ABHD14B|Q96IU4",0.585057565809794,0.0960376685112369,0.396827194368573,0.773287937251015,6.09195927888794,1.11537060051792e-09,0.561782235031289,0.133423290138173,0.300277391661631,0.823287078400946,4.21052602172759,2.54776774338126e-05,4.64685358927974,0.16918983642038,1.24456867887095,0.354401867336432,2.03018898728887e-08,0.000409880255372867,"YES","UP"
"28","ABHD16A|O95870",-0.250934760063865,0.0945368243728119,-0.436223531047365,-0.0656459890803655,-2.65435994628176,0.0079459016926653,-0.297003731222674,0.1691122358677,-0.628457622868408,0.0344501604230595,-1.75625217003829,0.0790453602568165,7.57172025209066,0.260851906934102,1.58868082090044,0.603788848489,0.0291346770285965,0.224449300449231,"NO","NONE"
"29","ABHD17B|Q5VST6",0.0550871330817249,0.105100885470355,-0.15090681718344,0.26108108334689,0.524135765699737,0.600184113936979,0.030974632456366,0.139484713067216,-0.242410381549282,0.304359646462014,0.222064710714497,0.82426350877294,2.60894546797286,0.14080274025684,1.14213516449956,0.233406744390869,0.752250183855243,0.910521779093858,"NO","NONE"
"30","ABHD17C|Q6PCB6-2",0.339412910792361,0.11792958441266,0.108275172631772,0.570550648952951,2.87809808270574,0.00400080726157174,0.339412910792361,0.11792958441266,0.108275172631772,0.570550648952951,2.87809808270574,0.00400080726157174,0.00122716196909347,0,1,0,0.0165000613205998,0.0244570338411904,"YES","UP"
"31","ABHD6|Q9BV23",0.12082881454963,0.112065607513036,-0.098815740081521,0.340473369180781,1.07819711355757,0.280945799807894,0.12082881454963,0.112065607513036,-0.098815740081521,0.340473369180781,1.07819711355757,0.280945799807894,1.17582643882944,0,1,0,0.460858231400644,0.509904505308095,"NO","NONE"
"32","ABI1|Q8IZP0-10",-0.117162727025172,0.112020637497138,-0.336719142044779,0.102393687994435,-1.04590305539161,0.295605793564315,-0.117162727025172,0.112020637497138,-0.336719142044779,0.102393687994435,-1.04590305539161,0.295605793564315,0.763916980363338,0,1,0,0.475430558383388,0.524445089624693,"NO","NONE"
"33","ABI1|Q8IZP0-2",0.416416801877722,0.174138269881451,0.0751120645799633,0.757721539175481,2.39129975370267,0.016788839510088,0.416416801877722,0.174138269881451,0.0751120645799633,0.757721539175481,2.39129975370267,0.016788839510088,0,NA,NA,NA,0.0538361488299207,0.0738526875118432,"NO","NONE"
"34","ABI2|E9PEZ7",-0.922449162536013,0.398916489865768,-1.70431111551206,-0.14058720955997,-2.31238664224286,0.0207563858167119,-0.922449162536013,0.398916489865768,-1.70431111551206,-0.14058720955997,-2.31238664224286,0.0207563858167119,0,NA,NA,NA,0.0638891680504644,0.0861033711125689,"NO","NONE"
"35","ABI2|Q9NYB9-2",-0.503476987847939,0.0954577312535133,-0.690570703150729,-0.31638327254515,-5.27434479362204,1.33231216230716e-07,-0.503477085932771,0.0954615564233206,-0.690578298430618,-0.316375873434925,-5.27413447671146,1.3338407782223e-07,3.21128395646317,0.00149104163560658,1.03461489719012,0.0657942303849926,1.6556238008189e-06,4.91875440228861e-06,"YES","DOWN"
"36","ABLIM1|F8W8M4",0.486523625167493,0.143183734736166,0.205888661912671,0.767158588422316,3.39789729653283,0.000679059078267345,0.486523625167493,0.143183734736166,0.205888661912671,0.767158588422316,3.39789729653283,0.000679059078267345,0,NA,NA,NA,0.00352065721495501,0.00582876179394365,"YES","UP"
"37","ABLIM1|O14639-2",0.292464529912727,0.127207876304178,0.0431416738067124,0.541787386018742,2.29910708683942,0.0214988591872391,0.39057701696227,0.26759645965609,-0.133902406354091,0.915056440278632,1.45957467996487,0.14440700224346,8.3592708429314,0.387751272638516,2.04441566748685,0.760744682451437,0.0656408716797478,0.337762506482954,"NO","NONE"
"38","ABLIM2|Q6H8Q1-2",-0.257189577101477,0.0947601184382488,-0.442915996411195,-0.0714631577917596,-2.71411202666528,0.00664536894774549,-0.39994204546367,0.226982015272186,-0.844818620535475,0.044934529608135,-1.76199883054205,0.0780694950689834,8.99254779171378,0.389264569420787,1.73133356998912,0.666390430222193,0.0252435118757503,0.222680393016955,"NO","NONE"
"39","ABLIM2|Q6H8Q1-9",-0.367760443848498,0.118593219085492,-0.600198882066729,-0.135322005630266,-3.10102421271983,0.00192852520459525,-0.292491888983235,0.266901353572994,-0.815608929411295,0.230625151444825,-1.09588012600034,0.27313123744088,4.4271363845799,0.333223329639722,2.10407613564241,0.774120353851513,0.00872676863497725,0.503812076265002,"NO","NONE"
"40","ABLIM3|O94929",-0.0462181202168398,0.21017241341467,-0.458148481053456,0.365712240619776,-0.219905740558118,0.825944565426571,-0.0462181202168398,0.21017241341467,-0.458148481053456,0.365712240619776,-0.219905740558118,0.825944565426571,0,NA,NA,NA,0.899949959143802,0.911846653782561,"NO","NONE"
"41","ABR|Q12979",-0.683895700981139,0.0968325440887722,-0.87368399992652,-0.494107402035759,-7.06266377091333,1.63340625961162e-12,-0.699807407935389,0.12507538201915,-0.944950652045511,-0.454664163825267,-5.59508511297807,2.20513563982881e-08,5.84913054398021,0.141451691002737,1.39632022878949,0.487103257921379,5.27051940246271e-11,1.01812726004779e-06,"YES","DOWN"
"42","ABRACL|Q9P1F3",-0.174711150246283,0.0944903876757876,-0.359908906976054,0.0104866064834881,-1.84898331506212,0.0644602220029663,-0.294987507774064,0.191210461561749,-0.669753125902373,0.0797781103542453,-1.54273728207492,0.122894532203193,8.59086503333621,0.310593690884234,1.69222388524058,0.650791859916467,0.154459747153943,0.300826744992212,"NO","NONE"
"43","ACAA1|P09110",0.231911799968957,0.0942023339376523,0.0472786181915436,0.416544981746371,2.46184770880993,0.0138223344095517,0.231911799968957,0.0942023339376523,0.0472786181915436,0.416544981746371,2.46184770880993,0.0138223344095517,0.770497738573316,0,1,0,0.046066336333242,0.063870656722412,"NO","NONE"
"44","ACAA2|P42765",0.0924737325610991,0.0941329564329362,-0.0920234718057338,0.276970936927932,0.982373613506772,0.325915820740942,0.0774765401524986,0.127330966485182,-0.172087568275135,0.327040648580133,0.608465813864019,0.542878572805472,4.42636587336817,0.155514934504619,1.21468320607586,0.322243102846534,0.509883180712895,0.740395632795936,"NO","NONE"
"45","ACACA|Q13085",-0.152848752953766,0.0941834490538125,-0.337444921039001,0.0317474151314699,-1.62288336739966,0.104614339747565,-0.169636395831404,0.133419193792011,-0.431133210510116,0.0918604188473075,-1.27145421142218,0.203567107098336,4.83109632851135,0.171981318919017,1.26900175052563,0.379022938893786,0.22368404948284,0.420079070207649,"NO","NONE"
"46","ACAD8|Q9UKU7",0.0172704666072703,0.0940250945794554,-0.167015332411435,0.201556265625975,0.183679332464547,0.854265023342813,0.0318195427186633,0.115321495655097,-0.194206435408619,0.257845520845945,0.275920309027461,0.782609274848594,3.49549051382591,0.119677953362133,1.07942739663612,0.141751354170771,0.918298517426431,0.890312113755041,"NO","NONE"
"47","ACAD9|Q9H845",-0.436645425759234,0.095592591943268,-0.624003463156872,-0.249287388361595,-4.56777472901219,4.92929377865645e-06,-0.357017772393047,0.1897913059332,-0.729001896600943,0.0149663518148477,-1.88110709622655,0.0599573518939529,11.53668448408,0.309924878055884,1.96101032498386,0.739959950873247,4.31997829768364e-05,0.184450044261883,"NO","NONE"
"48","ACADM|B7Z9I1",0.000560593130975151,0.141070871892085,-0.275933235045175,0.277054421307126,0.00397384040699761,0.996829342437022,0.000560593130975151,0.141070871892085,-0.275933235045175,0.277054421307126,0.00397384040699761,0.996829342437022,0,NA,NA,NA,0.998235555580999,0.99805849030573,"NO","NONE"
"49","ACADM|P11310",0.219374091603196,0.126250390799188,-0.02807212739732,0.466820310603712,1.73761118848439,0.0822793470377532,0.219374091603196,0.126250390799188,-0.02807212739732,0.466820310603712,1.73761118848439,0.0822793470377532,1.34608456728716,0,1,0,0.186086982010116,0.231548271470466,"NO","NONE"
"50","ACADS|P16219",0.129738376130729,0.0940357831648643,-0.0545683721304228,0.314045124391881,1.37967028895023,0.167688184829329,0.129738376130729,0.0940357831648643,-0.0545683721304228,0.314045124391881,1.37967028895023,0.167688184829329,1.81247294845871,0,1,0,0.31787287918572,0.371095585863837,"NO","NONE"
"51","ACADSB|P45954",-0.31934602400914,0.097600636168827,-0.510639755768238,-0.128052292250042,-3.27196662383167,0.00106802183455501,-0.317888841003288,0.101372106409357,-0.516574518602591,-0.119203163403986,-3.13586105944766,0.00171350361434605,1.86560033534909,0.0454149733962726,1,0,0.00526958818283049,0.0123177050960395,"YES","DOWN"
"52","ACADSB|P45954-2",-0.634558901135315,0.387544682689999,-1.39413252160772,0.125014719337087,-1.63738255091195,0.101550561822484,-0.634558901135315,0.387544682689999,-1.39413252160772,0.125014719337087,-1.63738255091195,0.101550561822484,0,NA,NA,NA,0.218366391741722,0.266376739302488,"NO","NONE"
"53","ACADVL|P49748",0.0565115405794335,0.0941101648743229,-0.127940993153366,0.240964074312233,0.600482855968858,0.548184483145962,0.0919010878092517,0.123087687144618,-0.149346345934534,0.333148521553037,0.746631039555363,0.455286306671817,4.63987554675177,0.142926078793085,1.24363386181408,0.353430933702477,0.712063055760731,0.677205588158524,"NO","NONE"
"54","ACAN|P16112-2",0.415768032239074,0.0953599001671743,0.228866062342077,0.602670002136071,4.35998812404581,1.30069502929573e-05,0.466808947403865,0.180094227397729,0.11383074788075,0.81978714692698,2.59202615291462,0.00954125180606888,8.3505600735162,0.283382401601099,1.66838845132223,0.640742659942714,0.000104037282695358,0.0477765917835197,"YES","UP"
"55","ACAT1|P24752",-0.29428006702006,0.0944502590395926,-0.47939917306814,-0.10916096097198,-3.11571476894204,0.00183499670279803,-0.29428006702006,0.0944502590395926,-0.47939917306814,-0.10916096097198,-3.11571476894204,0.00183499670279803,2.05508363541741,0,1,0,0.00836352028506421,0.0130261828439875,"YES","DOWN"
"56","ACAT2|Q9BWD1",0.546877275096468,0.0961161092033008,0.358493162723879,0.735261387469056,5.68975668729719,1.27220516183672e-08,0.514624289564379,0.176460533159323,0.168767999879371,0.860480579249387,2.91637047871625,0.00354129722297748,9.60991506973901,0.277315513031414,1.78977792567858,0.687822423171376,1.91640666155722e-07,0.0220274117516857,"YES","UP"
"57","ACBD5|Q5T8D3-2",0.198534627576658,0.112183113664162,-0.0213402348786622,0.418409490031979,1.76973718318252,0.0767709326102834,0.198534627576658,0.112183113664162,-0.0213402348786622,0.418409490031979,1.76973718318252,0.0767709326102834,1.22788827903584,0,1,0,0.176398068961422,0.220006155080016,"NO","NONE"
"58","ACBD7|Q8N6N7",-0.0183396194584319,0.094162010860195,-0.202893769456283,0.16621453053942,-0.194766650487756,0.84557563132679,0.0240611657079879,0.156488668871585,-0.282650989268933,0.330773320684909,0.153756600279682,0.877801654777532,6.76614973697753,0.231448124694427,1.50179334319312,0.556616374656214,0.913105915631268,0.94128315662417,"NO","NONE"
"59","ACIN1|E7EQT4",0.176068519507123,0.141349377994212,-0.10097117059867,0.453108209612916,1.24562641877585,0.212901578597854,0.176068519507123,0.141349377994212,-0.10097117059867,0.453108209612916,1.24562641877585,0.212901578597854,0,NA,NA,NA,0.381289203676194,0.433257722002381,"NO","NONE"
"60","ACIN1|Q9UKV3-5",-0.00870662255694703,0.126259503921861,-0.256170702949688,0.238757457835794,-0.0689581559130421,0.945022926917276,0.0565823270779989,0.213772933207655,-0.362404922878491,0.475569577034489,0.264684243365066,0.791252716685287,4.9654869124699,0.279665709886875,1.57567238226573,0.597219762078645,0.969528366604114,0.894767857040172,"NO","NONE"
"61","ACLY|P53396",0.318655649348549,0.0949727077217348,0.1325125626997,0.504798735997399,3.35523390869505,0.000792979032482575,0.221161121302666,0.182681599174577,-0.136888233717688,0.57921047632302,1.21063709920404,0.226034519205499,9.82472067872493,0.293716605885951,1.80967038239241,0.694647807494783,0.0040503154825847,0.447342668774703,"NO","NONE"
"62","ACO1|P21399",0.105033472767696,0.0941111195607161,-0.0794209321160503,0.289487877651443,1.11605805199176,0.264397286357614,0.0791795480202749,0.121031465975087,-0.158037766286981,0.316396862327531,0.654206303975307,0.512978900709855,4.02799150526507,0.137263756465075,1.15873372052787,0.255211934762365,0.443709275775677,0.718423471549018,"NO","NONE"
"63","ACO2|Q99798",-0.759298835193229,0.0973777901827968,-0.950155796845609,-0.568441873540849,-7.79745395503306,6.31686747469389e-15,-0.738120165953585,0.144441187715727,-1.0212196917606,-0.45502064014657,-5.11017790442342,3.21855591476209e-07,5.51112296117521,0.196190078504042,1.35537485112363,0.455646331766789,3.77615688303017e-13,1.02906039397314e-05,"YES","DOWN"
"64","ACOT1|Q86TX2",-0.401611283085341,0.381280699403399,-1.14890772191625,0.345685155745564,-1.0533218274981,0.292193518302118,-0.401611283085341,0.381280699403399,-1.14890772191625,0.345685155745564,-1.0533218274981,0.292193518302118,0,NA,NA,NA,0.471545038487561,0.520667395807256,"NO","NONE"
"65","ACOT13|Q9NPJ3",-0.252835761416365,0.0942225612082964,-0.437508587915747,-0.0681629349169837,-2.68338875715154,0.00728802168694923,-0.252835761416365,0.0942225612082964,-0.437508587915747,-0.0681629349169837,-2.68338875715154,0.00728802168694923,0.705779558946715,0,1,0,0.0272473174194764,0.0387084618845355,"YES","DOWN"
"66","ACOT2|A0A087X0W7",0.00428001395078668,0.141071033804101,-0.272214131567084,0.280774159468657,0.03033942429833,0.975796354990216,0.00428001395078668,0.141071033804101,-0.272214131567084,0.280774159468657,0.03033942429833,0.975796354990216,0,NA,NA,NA,0.986742788459657,0.987270176374387,"NO","NONE"
"67","ACOT2|P49753",-0.0444979736068472,0.172512227029836,-0.382615725478122,0.293619778264428,-0.257940984085443,0.796452454071821,-0.0444979736068472,0.172512227029836,-0.382615725478122,0.293619778264428,-0.257940984085443,0.796452454071821,0,NA,NA,NA,0.881686839507577,0.896671873298188,"NO","NONE"
"68","ACOT4|Q8N9L9",0.395481084108607,0.211818257296979,-0.0196750714615107,0.810637239678724,1.86707741417268,0.0618907779583453,0.395481084108607,0.211818257296979,-0.0196750714615107,0.810637239678724,1.86707741417268,0.0618907779583453,0,NA,NA,NA,0.150075887286696,0.188662226530028,"NO","NONE"
"69","ACOT7|O00154-4",-0.188825912531239,0.0942405458692387,-0.373533988318341,-0.00411783674413588,-2.00365894307573,0.0451066071545329,-0.188829336207043,0.094244333692494,-0.373544835991306,-0.00411383642278043,-2.00361474062904,0.0451113455970226,3.1890880227953,0.00147018311935184,1.0310331424992,0.0592921930795635,0.117241806676249,0.150344678195711,"NO","NONE"
"70","ACOT8|O14734",0.293521996157013,0.211070374695686,-0.120168336449907,0.707212328763932,1.39063569001667,0.164335927978689,0.293521996157013,0.211070374695686,-0.120168336449907,0.707212328763932,1.39063569001667,0.164335927978689,0,NA,NA,NA,0.313070692717537,0.366993210771127,"NO","NONE"
"71","ACOT9|Q9Y305",0.209670784349949,0.0943525970348012,0.0247430923139181,0.39459847638598,2.22220469747763,0.0262694751543091,0.191440365956232,0.143152097071458,-0.0891325886152078,0.472013320527671,1.33732142156932,0.1811177415239,5.80031823412321,0.197625130968801,1.39048171918023,0.482786999107905,0.0769388083555035,0.390348255830826,"NO","NONE"
"72","ACOX1|Q15067-2",-0.241158035464221,0.0945165750090292,-0.426407118423997,-0.0559089525044452,-2.55148935984173,0.0107263599277241,-0.201907180859603,0.164062297385507,-0.523463374956097,0.11964901323689,-1.23067386033959,0.218444868372853,7.34471400073556,0.248792262437913,1.56468463283985,0.591542979114019,0.0375092352398676,0.439443289936036,"NO","NONE"
"73","ACOX3|O15254-2",-0.0605273297030035,0.21018877233889,-0.472489753441916,0.351435094035909,-0.287966521853102,0.773372365356502,-0.0605273297030035,0.21018877233889,-0.472489753441916,0.351435094035909,-0.287966521853102,0.773372365356502,0,NA,NA,NA,0.867809062015328,0.883871517656154,"NO","NONE"
"74","ACP1|P24666",-0.116053868926392,0.093982206571671,-0.30025560899447,0.0681478711416871,-1.23484937372575,0.216886567972841,-0.116053868926392,0.093982206571671,-0.30025560899447,0.0681478711416871,-1.23484937372575,0.216886567972841,1.32558552077099,0,1,0,0.386048901976158,0.438107740015557,"NO","NONE"
"75","ACP1|P24666-2",0.039263878899414,0.0939935922288117,-0.144960176646601,0.223487934445429,0.41772931503493,0.676145036424771,0.039263878899414,0.0939935922288117,-0.144960176646601,0.223487934445429,0.41772931503493,0.676145036424771,2.54354542503314,0,1,0,0.803143204738814,0.826302488025882,"NO","NONE"
"76","ACP2|P11117",-0.307152422543231,0.21115767461308,-0.721013859844095,0.106709014757632,-1.45461169292592,0.145776792058086,-0.307152422543231,0.21115767461308,-0.721013859844095,0.106709014757632,-1.45461169292592,0.145776792058086,0,NA,NA,NA,0.287054924444477,0.340405592967875,"NO","NONE"
"77","ACSBG1|Q96GR2",0.0405030447649187,0.093973110827163,-0.143680867971512,0.224686957501349,0.431006746593848,0.666463464949346,0.0471481838569236,0.10175790940381,-0.152293653716633,0.246590021430481,0.4633367974358,0.643122973737043,2.52326050415459,0.068918994812924,1,0,0.798090052723445,0.808931590810341,"NO","NONE"
"78","ACSF2|E9PF16",-0.0872170396524145,0.141139260484334,-0.363844907006327,0.189410827701498,-0.617950238318666,0.536608141199099,-0.0872170396524145,0.141139260484334,-0.363844907006327,0.189410827701498,-0.617950238318666,0.536608141199099,0,NA,NA,NA,0.702165353426194,0.734843895314609,"NO","NONE"
"79","ACSF2|Q96CM8-3",0.153554702898729,0.125909485145193,-0.0932233532978289,0.400332759095288,1.21956421886451,0.222630117477719,0.153554702898729,0.125909485145193,-0.0932233532978289,0.400332759095288,1.21956421886451,0.222630117477719,0.514570733609206,0,1,0,0.392522954720883,0.444555709267217,"NO","NONE"
"80","ACSF3|Q4G176",-0.0128036045788114,0.0941413851543043,-0.197317328935962,0.171710119778339,-0.136003996094018,0.891818121894416,-0.0109108862918285,0.0978936167455214,-0.202778849429418,0.180957076845761,-0.111456565346767,0.911254306766278,5.55032508672934,0.0469804102421754,1.36018688504305,0.459491119326882,0.939586877758427,0.959032609126166,"NO","NONE"
"81","ACSL1|E7EPM6",0.389573941226151,0.142429176852634,0.110417884247303,0.668729998204998,2.73521163173771,0.00623401815466013,0.389573941226151,0.142429176852634,0.110417884247303,0.668729998204998,2.73521163173771,0.00623401815466013,0,NA,NA,NA,0.0238725482807248,0.0342057865703526,"YES","UP"
"82","ACSL1|P33121-2",-0.0534218821149121,0.15692405738763,-0.360987382902564,0.25414361867274,-0.340431435461489,0.733531648798183,-0.0534218821149121,0.15692405738763,-0.360987382902564,0.25414361867274,-0.340431435461489,0.733531648798183,0.180824283092032,0,1,0,0.842300872130088,0.861419445620565,"NO","NONE"
"83","ACSL1|P33121-3",0.370911393812679,0.211618052188402,-0.0438523669551065,0.785675154580463,1.75273985360407,0.0796466714780036,0.370911393812679,0.211618052188402,-0.0438523669551065,0.785675154580463,1.75273985360407,0.0796466714780036,0,NA,NA,NA,0.181651986876941,0.225930792868922,"NO","NONE"
